make,name,model URL,number for sale,modified URL,pages
bmw,X1,/used-cars/bmw/x1,144,https://www.carzone.ie/used-cars/bmw/x1?make=bmw&model=X1&size=30,5
bmw,X2,/used-cars/bmw/x2,21,https://www.carzone.ie/used-cars/bmw/x2?make=bmw&model=X2&size=30,1
bmw,X3,/used-cars/bmw/x3,177,https://www.carzone.ie/used-cars/bmw/x3?make=bmw&model=X3&size=30,6
bmw,X4,/used-cars/bmw/x4,25,https://www.carzone.ie/used-cars/bmw/x4?make=bmw&model=X4&size=30,1
bmw,X5,/used-cars/bmw/x5,461,https://www.carzone.ie/used-cars/bmw/x5?make=bmw&model=X5&size=30,16
bmw,X6,/used-cars/bmw/x6,16,https://www.carzone.ie/used-cars/bmw/x6?make=bmw&model=X6&size=30,1
bmw,X7,/used-cars/bmw/x7,26,https://www.carzone.ie/used-cars/bmw/x7?make=bmw&model=X7&size=30,1
bmw,XM,/used-cars/bmw/xm,10,https://www.carzone.ie/used-cars/bmw/xm?make=bmw&model=XM&size=30,1
bmw,Z3,/used-cars/bmw/z3,3,https://www.carzone.ie/used-cars/bmw/z3?make=bmw&model=Z3&size=30,1
bmw,Z4,/used-cars/bmw/z4,12,https://www.carzone.ie/used-cars/bmw/z4?make=bmw&model=Z4&size=30,1
bmw,Z8,/used-cars/bmw/z8,1,https://www.carzone.ie/used-cars/bmw/z8?make=bmw&model=Z8&size=30,1
byd,ATTO 3,/used-cars/byd/atto-3,57,https://www.carzone.ie/used-cars/byd/atto-3?make=byd&model=ATTO%203&size=30,2
byd,Dolphin,/used-cars/byd/dolphin,24,https://www.carzone.ie/used-cars/byd/dolphin?make=byd&model=Dolphin&size=30,1
byd,Seal,/used-cars/byd/seal,38,https://www.carzone.ie/used-cars/byd/seal?make=byd&model=Seal&size=30,2
byd,Seal U,/used-cars/byd/seal-u,30,https://www.carzone.ie/used-cars/byd/seal-u?make=byd&model=Seal%20U&size=30,1
byd,Sealion 7,/used-cars/byd/sealion-7,15,https://www.carzone.ie/used-cars/byd/sealion-7?make=byd&model=Sealion%207&size=30,1
citroen,Ami,/used-cars/citroen/ami,18,https://www.carzone.ie/used-cars/citroen/ami?make=citroen&model=Ami&size=30,1
citroen,Berlingo,/used-cars/citroen/berlingo,92,https://www.carzone.ie/used-cars/citroen/berlingo?make=citroen&model=Berlingo&size=30,4
citroen,Berlingo Multispace,/used-cars/citroen/berlingo-multispace,3,https://www.carzone.ie/used-cars/citroen/berlingo-multispace?make=citroen&model=Berlingo%20Multispace&size=30,1
citroen,C1,/used-cars/citroen/c1,2,https://www.carzone.ie/used-cars/citroen/c1?make=citroen&model=C1&size=30,1
citroen,C3,/used-cars/citroen/c3,69,https://www.carzone.ie/used-cars/citroen/c3?make=citroen&model=C3&size=30,3
citroen,C3 Aircross,/used-cars/citroen/c3-aircross,23,https://www.carzone.ie/used-cars/citroen/c3-aircross?make=citroen&model=C3%20Aircross&size=30,1
citroen,C4,/used-cars/citroen/c4,73,https://www.carzone.ie/used-cars/citroen/c4?make=citroen&model=C4&size=30,3
citroen,C4 Cactus,/used-cars/citroen/c4-cactus,22,https://www.carzone.ie/used-cars/citroen/c4-cactus?make=citroen&model=C4%20Cactus&size=30,1
citroen,C4 Picasso,/used-cars/citroen/c4-picasso,19,https://www.carzone.ie/used-cars/citroen/c4-picasso?make=citroen&model=C4%20Picasso&size=30,1
citroen,C4 SpaceTourer,/used-cars/citroen/c4-spacetourer,9,https://www.carzone.ie/used-cars/citroen/c4-spacetourer?make=citroen&model=C4%20SpaceTourer&size=30,1
citroen,C4X,/used-cars/citroen/c4x,2,https://www.carzone.ie/used-cars/citroen/c4x?make=citroen&model=C4X&size=30,1
citroen,C5,/used-cars/citroen/c5,11,https://www.carzone.ie/used-cars/citroen/c5?make=citroen&model=C5&size=30,1
citroen,C5 Aircross,/used-cars/citroen/c5-aircross,121,https://www.carzone.ie/used-cars/citroen/c5-aircross?make=citroen&model=C5%20Aircross&size=30,5
citroen,C5X,/used-cars/citroen/c5x,17,https://www.carzone.ie/used-cars/citroen/c5x?make=citroen&model=C5X&size=30,1
citroen,C6,/used-cars/citroen/c6,2,https://www.carzone.ie/used-cars/citroen/c6?make=citroen&model=C6&size=30,1
citroen,DS,/used-cars/citroen/ds,1,https://www.carzone.ie/used-cars/citroen/ds?make=citroen&model=DS&size=30,1
citroen,DS3,/used-cars/citroen/ds3,9,https://www.carzone.ie/used-cars/citroen/ds3?make=citroen&model=DS3&size=30,1
citroen,DS4,/used-cars/citroen/ds4,6,https://www.carzone.ie/used-cars/citroen/ds4?make=citroen&model=DS4&size=30,1
citroen,DS5,/used-cars/citroen/ds5,1,https://www.carzone.ie/used-cars/citroen/ds5?make=citroen&model=DS5&size=30,1
citroen,e-Berlingo,/used-cars/citroen/e-berlingo,3,https://www.carzone.ie/used-cars/citroen/e-berlingo?make=citroen&model=e-Berlingo&size=30,1
citroen,e-C3,/used-cars/citroen/e-c3,1,https://www.carzone.ie/used-cars/citroen/e-c3?make=citroen&model=e-C3&size=30,1
citroen,E-C4,/used-cars/citroen/e-c4,27,https://www.carzone.ie/used-cars/citroen/e-c4?make=citroen&model=E-C4&size=30,1
citroen,Grand C4 Picasso,/used-cars/citroen/grand-c4-picasso,79,https://www.carzone.ie/used-cars/citroen/grand-c4-picasso?make=citroen&model=Grand%20C4%20Picasso&size=30,3
citroen,Grand C4 SpaceTourer,/used-cars/citroen/grand-c4-spacetourer,7,https://www.carzone.ie/used-cars/citroen/grand-c4-spacetourer?make=citroen&model=Grand%20C4%20SpaceTourer&size=30,1
citroen,SpaceTourer,/used-cars/citroen/spacetourer,4,https://www.carzone.ie/used-cars/citroen/spacetourer?make=citroen&model=SpaceTourer&size=30,1
cupra,Ateca,/used-cars/cupra/ateca,19,https://www.carzone.ie/used-cars/cupra/ateca?make=cupra&model=Ateca&size=30,1
cupra,Born,/used-cars/cupra/born,53,https://www.carzone.ie/used-cars/cupra/born?make=cupra&model=Born&size=30,2
cupra,Formentor,/used-cars/cupra/formentor,179,https://www.carzone.ie/used-cars/cupra/formentor?make=cupra&model=Formentor&size=30,6
cupra,Leon,/used-cars/cupra/leon,93,https://www.carzone.ie/used-cars/cupra/leon?make=cupra&model=Leon&size=30,4
cupra,Leon Sportstourer,/used-cars/cupra/leon-sportstourer,12,https://www.carzone.ie/used-cars/cupra/leon-sportstourer?make=cupra&model=Leon%20Sportstourer&size=30,1
cupra,Tavascan,/used-cars/cupra/tavascan,29,https://www.carzone.ie/used-cars/cupra/tavascan?make=cupra&model=Tavascan&size=30,1
cupra,Terramar,/used-cars/cupra/terramar,39,https://www.carzone.ie/used-cars/cupra/terramar?make=cupra&model=Terramar&size=30,2
dacia,Duster,/used-cars/dacia/duster,419,https://www.carzone.ie/used-cars/dacia/duster?make=dacia&model=Duster&size=30,14
dacia,Jogger,/used-cars/dacia/jogger,158,https://www.carzone.ie/used-cars/dacia/jogger?make=dacia&model=Jogger&size=30,6
dacia,Logan,/used-cars/dacia/logan,13,https://www.carzone.ie/used-cars/dacia/logan?make=dacia&model=Logan&size=30,1
dacia,Sandero,/used-cars/dacia/sandero,184,https://www.carzone.ie/used-cars/dacia/sandero?make=dacia&model=Sandero&size=30,7
dacia,Sandero Stepway,/used-cars/dacia/sandero-stepway,251,https://www.carzone.ie/used-cars/dacia/sandero-stepway?make=dacia&model=Sandero%20Stepway&size=30,9
dacia,Spring,/used-cars/dacia/spring,33,https://www.carzone.ie/used-cars/dacia/spring?make=dacia&model=Spring&size=30,2
fiat,124 Spider,/used-cars/fiat/124-spider,1,https://www.carzone.ie/used-cars/fiat/124-spider?make=fiat&model=124%20Spider&size=30,1
fiat,500,/used-cars/fiat/500,182,https://www.carzone.ie/used-cars/fiat/500?make=fiat&model=500&size=30,7
fiat,500 C,/used-cars/fiat/500-c,1,https://www.carzone.ie/used-cars/fiat/500-c?make=fiat&model=500%20C&size=30,1
fiat,500e,/used-cars/fiat/500e,58,https://www.carzone.ie/used-cars/fiat/500e?make=fiat&model=500e&size=30,2
fiat,500l,/used-cars/fiat/500l,6,https://www.carzone.ie/used-cars/fiat/500l?make=fiat&model=500l&size=30,1
fiat,500X,/used-cars/fiat/500x,30,https://www.carzone.ie/used-cars/fiat/500x?make=fiat&model=500X&size=30,1
fiat,600,/used-cars/fiat/600,50,https://www.carzone.ie/used-cars/fiat/600?make=fiat&model=600&size=30,2
fiat,Coupe,/used-cars/fiat/coupe,2,https://www.carzone.ie/used-cars/fiat/coupe?make=fiat&model=Coupe&size=30,1
fiat,Croma,/used-cars/fiat/croma,1,https://www.carzone.ie/used-cars/fiat/croma?make=fiat&model=Croma&size=30,1
fiat,Doblo,/used-cars/fiat/doblo,28,https://www.carzone.ie/used-cars/fiat/doblo?make=fiat&model=Doblo&size=30,1
fiat,Ducato Passenger,/used-cars/fiat/ducato-passenger,4,https://www.carzone.ie/used-cars/fiat/ducato-passenger?make=fiat&model=Ducato%20Passenger&size=30,1
fiat,Fiorino,/used-cars/fiat/fiorino,2,https://www.carzone.ie/used-cars/fiat/fiorino?make=fiat&model=Fiorino&size=30,1
fiat,Panda,/used-cars/fiat/panda,54,https://www.carzone.ie/used-cars/fiat/panda?make=fiat&model=Panda&size=30,2
fiat,Punto,/used-cars/fiat/punto,7,https://www.carzone.ie/used-cars/fiat/punto?make=fiat&model=Punto&size=30,1
fiat,Scudo,/used-cars/fiat/scudo,21,https://www.carzone.ie/used-cars/fiat/scudo?make=fiat&model=Scudo&size=30,1
fiat,Tipo,/used-cars/fiat/tipo,34,https://www.carzone.ie/used-cars/fiat/tipo?make=fiat&model=Tipo&size=30,2
ford,B-Max,/used-cars/ford/b-max,9,https://www.carzone.ie/used-cars/ford/b-max?make=ford&model=B-Max&size=30,1
ford,C-Max,/used-cars/ford/c-max,39,https://www.carzone.ie/used-cars/ford/c-max?make=ford&model=C-Max&size=30,2
ford,Capri,/used-cars/ford/capri,17,https://www.carzone.ie/used-cars/ford/capri?make=ford&model=Capri&size=30,1
ford,Courier,/used-cars/ford/courier,3,https://www.carzone.ie/used-cars/ford/courier?make=ford&model=Courier&size=30,1
ford,Ecosport,/used-cars/ford/ecosport,50,https://www.carzone.ie/used-cars/ford/ecosport?make=ford&model=Ecosport&size=30,2
ford,Edge,/used-cars/ford/edge,1,https://www.carzone.ie/used-cars/ford/edge?make=ford&model=Edge&size=30,1
ford,Escort,/used-cars/ford/escort,1,https://www.carzone.ie/used-cars/ford/escort?make=ford&model=Escort&size=30,1
ford,Explorer,/used-cars/ford/explorer,44,https://www.carzone.ie/used-cars/ford/explorer?make=ford&model=Explorer&size=30,2
ford,F150,/used-cars/ford/f150,1,https://www.carzone.ie/used-cars/ford/f150?make=ford&model=F150&size=30,1
ford,Fiesta,/used-cars/ford/fiesta,347,https://www.carzone.ie/used-cars/ford/fiesta?make=ford&model=Fiesta&size=30,12
ford,Focus,/used-cars/ford/focus,725,https://www.carzone.ie/used-cars/ford/focus?make=ford&model=Focus&size=30,25
ford,Galaxy,/used-cars/ford/galaxy,55,https://www.carzone.ie/used-cars/ford/galaxy?make=ford&model=Galaxy&size=30,2
ford,Grand C-Max,/used-cars/ford/grand-c-max,12,https://www.carzone.ie/used-cars/ford/grand-c-max?make=ford&model=Grand%20C-Max&size=30,1
ford,Ka,/used-cars/ford/ka,5,https://www.carzone.ie/used-cars/ford/ka?make=ford&model=Ka&size=30,1
ford,Ka +,/used-cars/ford/ka--plus,7,https://www.carzone.ie/used-cars/ford/ka--plus?make=ford&model=Ka%20%2B&size=30,1
ford,Kuga,/used-cars/ford/kuga,548,https://www.carzone.ie/used-cars/ford/kuga?make=ford&model=Kuga&size=30,19
ford,Maverick,/used-cars/ford/maverick,1,https://www.carzone.ie/used-cars/ford/maverick?make=ford&model=Maverick&size=30,1
ford,Mondeo,/used-cars/ford/mondeo,146,https://www.carzone.ie/used-cars/ford/mondeo?make=ford&model=Mondeo&size=30,5
ford,Mustang,/used-cars/ford/mustang,3,https://www.carzone.ie/used-cars/ford/mustang?make=ford&model=Mustang&size=30,1
ford,Mustang Mach-E,/used-cars/ford/mustang-mach-e,16,https://www.carzone.ie/used-cars/ford/mustang-mach-e?make=ford&model=Mustang%20Mach-E&size=30,1
ford,Puma,/used-cars/ford/puma,391,https://www.carzone.ie/used-cars/ford/puma?make=ford&model=Puma&size=30,14
ford,Ranger,/used-cars/ford/ranger,113,https://www.carzone.ie/used-cars/ford/ranger?make=ford&model=Ranger&size=30,4
ford,S-Max,/used-cars/ford/s-max,59,https://www.carzone.ie/used-cars/ford/s-max?make=ford&model=S-Max&size=30,2
ford,Sierra,/used-cars/ford/sierra,1,https://www.carzone.ie/used-cars/ford/sierra?make=ford&model=Sierra&size=30,1
ford,Tourneo,/used-cars/ford/tourneo,6,https://www.carzone.ie/used-cars/ford/tourneo?make=ford&model=Tourneo&size=30,1
ford,Tourneo Connect,/used-cars/ford/tourneo-connect,15,https://www.carzone.ie/used-cars/ford/tourneo-connect?make=ford&model=Tourneo%20Connect&size=30,1
ford,Tourneo Custom,/used-cars/ford/tourneo-custom,11,https://www.carzone.ie/used-cars/ford/tourneo-custom?make=ford&model=Tourneo%20Custom&size=30,1
ford,Transit Connect,/used-cars/ford/transit-connect,29,https://www.carzone.ie/used-cars/ford/transit-connect?make=ford&model=Transit%20Connect&size=30,1
ford,Transit Courier,/used-cars/ford/transit-courier,15,https://www.carzone.ie/used-cars/ford/transit-courier?make=ford&model=Transit%20Courier&size=30,1
ford,Transit Custom Kombi,/used-cars/ford/transit-custom-kombi,5,https://www.carzone.ie/used-cars/ford/transit-custom-kombi?make=ford&model=Transit%20Custom%20Kombi&size=30,1
ford,Transit Kombi,/used-cars/ford/transit-kombi,1,https://www.carzone.ie/used-cars/ford/transit-kombi?make=ford&model=Transit%20Kombi&size=30,1
ford,Transit Tourneo,/used-cars/ford/transit-tourneo,7,https://www.carzone.ie/used-cars/ford/transit-tourneo?make=ford&model=Transit%20Tourneo&size=30,1
honda,Accord,/used-cars/honda/accord,9,https://www.carzone.ie/used-cars/honda/accord?make=honda&model=Accord&size=30,1
honda,Civic,/used-cars/honda/civic,104,https://www.carzone.ie/used-cars/honda/civic?make=honda&model=Civic&size=30,4
honda,CR-V,/used-cars/honda/cr-v,65,https://www.carzone.ie/used-cars/honda/cr-v?make=honda&model=CR-V&size=30,3
honda,CR-Z,/used-cars/honda/cr-z,3,https://www.carzone.ie/used-cars/honda/cr-z?make=honda&model=CR-Z&size=30,1
honda,e,/used-cars/honda/e,5,https://www.carzone.ie/used-cars/honda/e?make=honda&model=e&size=30,1
honda,Fit,/used-cars/honda/fit,223,https://www.carzone.ie/used-cars/honda/fit?make=honda&model=Fit&size=30,8
honda,Freed,/used-cars/honda/freed,20,https://www.carzone.ie/used-cars/honda/freed?make=honda&model=Freed&size=30,1
honda,Grace,/used-cars/honda/grace,40,https://www.carzone.ie/used-cars/honda/grace?make=honda&model=Grace&size=30,2
honda,HR-V,/used-cars/honda/hr-v,44,https://www.carzone.ie/used-cars/honda/hr-v?make=honda&model=HR-V&size=30,2
honda,Insight,/used-cars/honda/insight,20,https://www.carzone.ie/used-cars/honda/insight?make=honda&model=Insight&size=30,1
honda,Jade,/used-cars/honda/jade,8,https://www.carzone.ie/used-cars/honda/jade?make=honda&model=Jade&size=30,1
honda,Jazz,/used-cars/honda/jazz,69,https://www.carzone.ie/used-cars/honda/jazz?make=honda&model=Jazz&size=30,3
honda,Legend,/used-cars/honda/legend,1,https://www.carzone.ie/used-cars/honda/legend?make=honda&model=Legend&size=30,1
honda,N-WGN,/used-cars/honda/n-wgn,2,https://www.carzone.ie/used-cars/honda/n-wgn?make=honda&model=N-WGN&size=30,1
honda,Odyssey,/used-cars/honda/odyssey,2,https://www.carzone.ie/used-cars/honda/odyssey?make=honda&model=Odyssey&size=30,1
honda,S2000,/used-cars/honda/s2000,2,https://www.carzone.ie/used-cars/honda/s2000?make=honda&model=S2000&size=30,1
honda,Shuttle,/used-cars/honda/shuttle,52,https://www.carzone.ie/used-cars/honda/shuttle?make=honda&model=Shuttle&size=30,2
honda,Stepwagon,/used-cars/honda/stepwagon,3,https://www.carzone.ie/used-cars/honda/stepwagon?make=honda&model=Stepwagon&size=30,1
honda,Stream,/used-cars/honda/stream,2,https://www.carzone.ie/used-cars/honda/stream?make=honda&model=Stream&size=30,1
honda,Vezel,/used-cars/honda/vezel,75,https://www.carzone.ie/used-cars/honda/vezel?make=honda&model=Vezel&size=30,3
honda,ZR-V,/used-cars/honda/zr-v,8,https://www.carzone.ie/used-cars/honda/zr-v?make=honda&model=ZR-V&size=30,1
hyundai,Bayon,/used-cars/hyundai/bayon,80,https://www.carzone.ie/used-cars/hyundai/bayon?make=hyundai&model=Bayon&size=30,3
hyundai,i10,/used-cars/hyundai/i10,160,https://www.carzone.ie/used-cars/hyundai/i10?make=hyundai&model=i10&size=30,6
hyundai,i20,/used-cars/hyundai/i20,237,https://www.carzone.ie/used-cars/hyundai/i20?make=hyundai&model=i20&size=30,8
hyundai,i30,/used-cars/hyundai/i30,218,https://www.carzone.ie/used-cars/hyundai/i30?make=hyundai&model=i30&size=30,8
hyundai,i40,/used-cars/hyundai/i40,68,https://www.carzone.ie/used-cars/hyundai/i40?make=hyundai&model=i40&size=30,3
hyundai,Inster,/used-cars/hyundai/inster,28,https://www.carzone.ie/used-cars/hyundai/inster?make=hyundai&model=Inster&size=30,1
hyundai,Ioniq,/used-cars/hyundai/ioniq,39,https://www.carzone.ie/used-cars/hyundai/ioniq?make=hyundai&model=Ioniq&size=30,2
hyundai,Ioniq 5,/used-cars/hyundai/ioniq-5,131,https://www.carzone.ie/used-cars/hyundai/ioniq-5?make=hyundai&model=Ioniq%205&size=30,5
hyundai,Ioniq 6,/used-cars/hyundai/ioniq-6,57,https://www.carzone.ie/used-cars/hyundai/ioniq-6?make=hyundai&model=Ioniq%206&size=30,2
hyundai,ix20,/used-cars/hyundai/ix20,31,https://www.carzone.ie/used-cars/hyundai/ix20?make=hyundai&model=ix20&size=30,2
hyundai,ix35,/used-cars/hyundai/ix35,51,https://www.carzone.ie/used-cars/hyundai/ix35?make=hyundai&model=ix35&size=30,2
hyundai,Kona,/used-cars/hyundai/kona,435,https://www.carzone.ie/used-cars/hyundai/kona?make=hyundai&model=Kona&size=30,15
hyundai,Santa Fe,/used-cars/hyundai/santa-fe,208,https://www.carzone.ie/used-cars/hyundai/santa-fe?make=hyundai&model=Santa%20Fe&size=30,7
hyundai,Sonata,/used-cars/hyundai/sonata,1,https://www.carzone.ie/used-cars/hyundai/sonata?make=hyundai&model=Sonata&size=30,1
hyundai,Tucson,/used-cars/hyundai/tucson,1496,https://www.carzone.ie/used-cars/hyundai/tucson?make=hyundai&model=Tucson&size=30,50
hyundai,Veloster,/used-cars/hyundai/veloster,3,https://www.carzone.ie/used-cars/hyundai/veloster?make=hyundai&model=Veloster&size=30,1
